zhdh,khrq,khjgdh,xb,年龄
E4EDA3D15AC874B5,2017-09-02,A3D68B46,0,27
0F0CF8E1AA1550D5,2005-06-29,091D584F,0,43
88AF10BC74BEC0F7,2020-01-25,091D584F,0,42
2E45048C6F3AF8B9,2018-10-21,13F320E7,1,40
93F9929B364D422B,2017-10-02,DA4FB5C6,0,32
F641E67008DFB94E,2006-09-10,19BC9161,1,51
DC2482AC4CE20B54,2019-06-23,6F3EF77A,0,21
A550294EE4DABC50,2018-01-27,11B9842E,0,25
5E04CFEDA5A94EEB,2013-04-10,69ADC1E1,0,56
D7233C85D365BE0B,2017-12-06,08740852,0,33
C7F7077692111C15,2001-04-10,1141938B,0,44
3F6B510F536CD46D,2019-07-28,6E2713A6,1,34
392290C8AFF04B2B,2017-02-23,091D584F,0,38
ADBCA18B738EFB36,2019-04-06,1ECFB463,0,20
445E2430C85BC969,2012-12-05,55B37C5C,1,81
BCB4937BC9BA1DFD,2020-01-06,10A7CDD9,0,27
A14F55B087B71E0E,2020-03-02,B2F627FF,0,32
26A4305337F4DAB2,2018-12-10,851DDF50,0,30
AC61C15C64F17C12,2014-11-15,854D6FAE,0,25
DFF37091BBED98BD,2018-04-29,301AD0E3,0,34
3B3DC4B62F6393BC,2013-06-16,202CB962,0,47
38153EE47737BDC6,2016-12-24,EC895663,0,21
8E18878DA9CCC821,2017-04-28,860320BE,0,27
120E9858861C4A9A,2012-11-27,DC82D632,0,50
D059AAA1E0FA885D,2018-07-29,3871BD64,0,28
A7FBAA7F443B01A4,2010-12-25,2723D092,0,41
7D42467EE9CCADD5,2012-04-04,757B505C,0,36
12014611A88E7316,2018-07-10,BE3159AD,0,28
F9F63FEE637702F5,2012-03-06,45FBC6D3,1,40
721E29B70E9461BD,2009-11-11,851DDF50,1,41
352477562F00E7BB,2013-05-24,84F7E699,0,39
A6C405ED2F2012B6,2018-05-28,A97DA629,0,22
B988A1F357C5E5AD,2019-06-09,EC895663,0,42
EFD9718F688EA6A7,2015-04-20,07E1CD7D,1,52
F432E3918077C7D3,2019-11-14,006F52E9,0,50
D416D11560EB0FBC,2011-11-18,2AFE4567,0,39
B9626212D81F402B,2017-01-09,5487315B,0,32
94A7D393CD61DA84,2019-01-08,44C4C173,0,27
1D19185BCB80206C,2010-10-15,2723D092,1,41
5ADBB4D796D4D267,2006-10-21,58D4D1E7,1,51
CC23FB3DFAC4A618,2015-05-29,C3992E9A,0,45
31B60C6906B312BA,2019-08-25,2B44928A,1,35
1B94013F610FC8ED,2018-06-12,091D584F,0,28
BE44F4C100554B4F,2020-02-10,D6C651DD,1,39
A5F1D2C3CBFCEF65,2013-10-06,3328BDF9,0,39
864FEBF4145AB44A,2010-03-26,06138BC5,1,54
F8B096DE22E557F1,2017-03-26,1905AEDA,1,52
EBA919E326C2A104,2013-04-15,38B3EFF8,0,52
78F76741881F55C4,2017-02-06,8C961171,0,40
0C9F86F1C2B811FB,2018-08-21,5DD9DB5E,0,36
A19D1128FCF7FD1E,2020-01-01,6F3EF77A,1,28
DA8CF2A7D119BA0F,2019-06-06,C3C59E5F,0,17
2C37A723A9B2A2E1,2017-05-29,CA46C1B9,1,25
B87C2584596C85B2,2013-04-01,99C5E07B,1,37
491B28FBCC06F9B0,2020-05-06,B4A52895,1,28
64B13582BBE83479,2014-07-13,E7061188,0,32
F7301FC27A8FE324,2014-12-29,1141938B,0,41
AB33BA043E3A253D,2014-06-19,9DFCD5E5,0,30
58B0C35FE33719F0,2017-10-12,7EABE3A1,0,39
AD68F3EE40866BAF,2017-08-15,3D2D8CCB,1,34
7B235C3266E8EB70,2012-07-23,577BCC91,0,53
06824814A7864DCE,2018-08-31,2B44928A,1,42
A2F201264CE877C5,2019-12-13,76DC611D,0,57
F25C331B8C4B4EC6,2020-03-26,9DFCD5E5,0,50
9B9B29A05F46250C,2018-07-14,950A4152,1,28
36670CB1F68373D9,2019-05-20,5FD0B37C,0,23
7DFC5CCCC36C4DEF,2008-03-24,50C3D761,0,52
B4D0F72B473E9E88,2018-05-03,F0935E4C,0,22
530F292395DCA079,2010-01-14,F0935E4C,0,35
6488FBC3E8F3AC95,2013-05-05,65B9EEA6,1,26
B76B73EDA4F33A8C,2012-07-05,D6C651DD,1,37
3AFD995FB62E02F7,2014-03-23,92262BF9,1,33
E233591E3EA158FA,2012-06-28,32B30A25,1,32
70308ABD1B80B10D,2017-07-09,34ED066D,0,32
3B4CBAED3DE2C2E2,2016-08-10,85FC37B1,0,29
5AAB21BD9A462856,2014-10-17,3644A684,0,52
07C4DA6B0A2DFFF6,2014-05-30,757B505C,0,51
B627A1BE67C5F96E,2017-01-29,34ED066D,0,27
E8AE4F84590445E0,2019-03-04,274AD478,0,22
C415B8C52AD355FC,2015-08-02,8E82AB72,0,55
7A17506410C26563,2014-08-10,1AA48FC4,0,30
505EB2630FB42FF8,2017-04-04,2AFE4567,0,35
324BAF0780CE6015,2018-02-28,091D584F,0,25
0AB0CC464BCF81EC,2017-03-21,632CEE94,0,53
BF3C77D998DB6F3A,2016-08-13,08740852,0,39
3DBD5EF2861B7FF4,2016-07-17,854D6FAE,0,51
7F05AA44538A6708,2019-07-07,854D6FAE,0,40
4E554AFC30421123,2014-06-22,6F3EF77A,1,52
46AF2CD18E029A4A,2013-11-28,2BCAB9D9,1,35
830BECBB6FC3798D,2020-01-18,DB85E259,0,23
6CEBEEF4253BA0CF,2005-12-12,C361BC7B,1,39
2EFB6B9A0EED636B,2010-01-06,B4A52895,0,36
5CAD2E77149B35EE,2014-05-15,EC895663,0,35
DF182378FD8EB28B,2017-05-08,757B505C,0,25
B4459DCC71F0F00A,2018-06-25,B2F627FF,0,31
361F43728C7144DB,2015-02-28,757B505C,1,47
DBCDDC8684CF43E2,2010-03-12,CA46C1B9,1,40
7DBEB2132471991A,2014-08-29,38B3EFF8,0,56
D5734754D0B57716,2012-04-25,63923F49,0,42
2119324A5FC70A9E,2016-03-15,D490D7B4,0,55
A046EA558236089C,2009-03-08,934815AD,1,46
1C17311FB9C41F18,2015-05-19,DA4FB5C6,0,32
586D6E72FE7E6570,2018-02-28,1AA48FC4,0,23
F2D785B8401059BC,2017-04-03,5F93F983,0,22
E94A1E042666FDF7,2017-10-06,C8C41C4A,1,44
BE95032044B32EE6,2017-12-17,E1654211,1,43
2F8C35F20096F48C,2017-12-13,9CF81D80,0,22
C2901AD803C01267,2019-01-13,3A066BDA,0,31
76987D5B4D8CBD38,2012-03-09,EB6FDC36,0,82
F90CD01ACF500A7F,2013-03-08,757B505C,0,40
5B18CE5C1F64911A,2016-12-15,757B505C,0,35
9263BAFB1D5CDD6F,2020-01-21,AFD48367,0,31
EFF561C33B61AC53,2009-04-08,8EBDA540,0,37
064FD51705A7DE21,2017-09-10,788D9869,0,27
A5ED455FDED9CE02,2010-09-14,D86EA612,1,53
09F05C057B19DAA6,2018-10-07,BCBE3365,0,20
DFEA84E1F96DA9C4,2017-10-15,1EFA39BC,1,55
1DDA22F43766FDFA,2017-06-02,E2C0BE24,0,39
21298804A33AEBEE,2017-06-03,FA3A3C40,1,50
EFF3B6589E96C61D,2019-11-30,1534B76D,1,40
B1DD4C828D80F082,2015-04-24,81E74D67,0,25
345EDA56977F5289,2019-08-12,65B9EEA6,1,37
D99A6854C478696D,2013-12-07,500E75A0,0,36
816976077FCE4D49,2013-10-31,2B8A6159,1,27
862A397CD9A2B015,2018-07-19,C45147DE,0,28
F382E0F62A1FAD55,2014-05-31,C3992E9A,1,30
70218165EBA6D577,2013-12-16,E2C0BE24,1,36
D0DE6B112EE5C768,2012-12-09,2723D092,0,28
9F51CF705EE68C2B,2013-12-16,091D584F,0,39
4B52F6A6569110D7,2016-05-10,07E1CD7D,0,28
07502150E2E9EB06,2017-09-07,ACF4B89D,1,34
8F480EC02D00F399,2018-03-20,C9E1074F,0,33
9261D91C44CBA128,2018-07-02,2A79EA27,1,35
8D39533658149CA2,2012-03-26,7EABE3A1,0,43
C476F2587FA8AA82,2012-02-12,EB160DE1,1,42
5A36EAAC2B82DA39,2015-12-07,07E1CD7D,0,30
C6DE0014F8058A73,2015-11-30,CEE63112,1,40
37F218FB3C9D0DFA,2008-08-15,A3C65C29,1,37
1EA1DE92D443451C,2015-06-26,B337E84D,0,28
C699C74C385E89EC,2018-01-20,A9A6653E,0,41
29D5B6D27F9BEDB8,2015-02-11,DC568979,1,33
01CB38B99A1491C3,2019-03-08,76DC611D,0,29
F32B13095CE122EE,2020-02-05,ABA3B6FD,0,47
4DDC08C0D0F47B75,2014-12-10,8F468C87,1,48
6654E21FCE7E5A69,2017-08-04,2F37D101,0,22
DF2DF163B9D2C1BB,2006-01-26,92262BF9,0,52
D52D6D14802C4EBE,2018-10-28,37F0E884,1,39
BD0CC9A014EC6B42,2007-11-02,F57A2F55,0,52
D2FBD1591E2573CC,2016-01-09,D490D7B4,0,54
1CB036B8C75C6960,2018-08-19,274AD478,1,33
AA986B3C8E57DEA5,2018-12-04,3DEF184A,0,27
78D97E680316DBAF,2014-05-01,1905AEDA,1,42
20D051C4FF4BF98E,2017-01-15,3DEF184A,1,23
29B0EC8519AFF34F,2019-01-15,8F468C87,1,22
2389C7AA5E177DD2,2020-02-09,AA169B49,0,28
FF591DE5385D5CF9,2017-01-18,1EFA39BC,0,33
AD05800236DDABFB,2017-09-11,E2C0BE24,0,22
6F54C23201AFBCB6,2018-08-06,1ECFB463,0,40
8148727E7A089ED7,2013-06-20,2CA65F58,0,37
07A5DB0EF3152D29,2016-03-25,37F0E884,1,35
473B5A413A003C47,2019-06-06,091D584F,1,41
A62A75F094148AD5,2016-11-26,9CF81D80,0,44
BAB78E4B868AE3E5,2018-04-01,11B9842E,0,33
B611F63AFF99E594,2013-04-01,8EBDA540,0,43
3C1690C372365AC2,2016-02-18,C06D06DA,1,46
83D8EF5F1E3420FF,2019-01-13,6E2713A6,0,39
2F074152BFB7C45F,2019-09-14,34ED066D,1,35
22E10621B5AFAB49,2015-05-03,F29C21D4,1,62
E7EFDFB6814DAD40,2019-12-17,81E74D67,1,57
3D0CAF692B0DBE31,2017-07-21,854D6FAE,0,52
2255FAF1E30FF07D,2017-01-22,A3C65C29,1,44
231275BAB869854A,2008-07-06,D5CFEAD9,0,44
CA6B0FF6D0D317CD,2016-03-07,EC5AA0B7,1,33
6005BD6636EEA2F8,2018-05-05,1AA48FC4,1,32
D22607AB6D6976C8,2017-10-17,BE3159AD,1,30
F19B48A8C19D22A2,2019-04-09,854D6FAE,1,34
A02EF3271D6E3632,2019-10-08,43FA7F58,0,31
31B11542F7585C0C,2018-08-31,0B8AFF04,0,22
8391F6C3EF8FFE4B,2018-04-13,757B505C,1,27
481A200D4A5F6FA4,2019-02-10,979D472A,1,25
0A4F65C674169E1F,2016-09-26,1AA48FC4,0,27
3A111847163C49BD,2019-09-02,BCBE3365,0,41
47FFBC3497D634BF,2013-04-04,EB160DE1,1,34
150A2226C2CC89DC,2016-12-05,9CF81D80,0,23
A0DC9CC75363700B,2014-08-09,9DFCD5E5,0,25
26F1A1864192E43E,2018-04-20,F29C21D4,0,24
B71C4B84B0EF8772,2017-02-16,4D5B9953,0,47
47755F510EE484A5,2012-06-30,73278A4A,1,80
7AFA7E132B955510,2015-06-28,3B8A6142,0,35
728325A6115EB22E,2019-12-02,B86E8D03,0,28
3C9CED221A27B542,2015-02-25,07E1CD7D,1,69
64BE12631464756B,2014-09-26,B1D10E7B,1,47
6FB817B9C0B1EE26,2009-08-01,500E75A0,0,32
CA06A6914D3C7A51,2015-08-20,84F7E699,0,35
153DFAF0EBE5EED7,2008-04-11,C9E1074F,1,42
001ABBF3373AFC5B,2012-03-13,013A006F,0,39
8318EC2692BCC02E,2019-04-09,92262BF9,0,59
0EE5D0C72406CC22,2012-02-04,C9E1074F,0,28
6FFCC53302B8BC43,2016-08-13,892C91E0,0,31
6022D1F52D97DA23,2020-02-19,912D2B1C,1,49
1BA9238EAC267190,2017-09-04,979D472A,0,32
520E61AAF8BFB9CC,2014-03-12,01F78BE6,0,29
1A4F374AC5CC7AB1,2019-04-13,E2C0BE24,1,35
8A0F5A6942FF6AED,2011-06-07,1BB91F73,0,64
263B4AAD74524FBB,2017-07-10,4F4ADCBF,0,38
337EA4A0C6212FAC,2019-08-25,3A066BDA,0,24
EE7DC2D3D60448B0,2019-06-04,11B9842E,1,61
FCD82C62BDC1AB0F,2010-07-08,2BCAB9D9,0,37
399475D50A35B465,2014-12-02,8F468C87,1,39
1F61C5D945164980,2017-10-08,1141938B,0,52
E3ADE36A10E1F079,2006-10-09,08740852,1,42
2DD41BD5921F6D70,2017-04-24,DA4FB5C6,1,40
7AE85D9FB9BF7644,2014-04-12,1595AF64,0,37
4CC177B8679BC3F4,2016-02-19,C0E190D8,0,53
2FC3B87399B46B71,2017-07-04,DB85E259,0,36
0445A8140C6BB3B8,2018-03-16,A7608800,0,35
386530813A943B3E,2018-03-08,81E74D67,0,37
EEEB6F69EDCFEB94,2015-02-06,5B69B9CB,0,44
12A958075498041F,2016-10-22,854D6FAE,0,30
75C3B0086768399F,2020-02-12,757B505C,0,52
B93A3DFB98AE0384,2013-05-19,08740852,0,25
B533A5A0E9A53144,2016-10-16,5B69B9CB,0,30
BA8FD1584F5ACA57,2012-12-02,34ED066D,0,22
3541A0FD855EBF87,2019-04-17,185C29DC,0,51
4FD4C5797D57AEE4,2020-04-11,496E05E1,0,33
A7AE7E87EF996DE7,2015-08-13,670E8A43,0,53
9017060B87BE5751,2018-09-09,B4A52895,0,56
FFD2E9065F19B38D,2017-07-11,C45147DE,1,37
341CF70A1908E9B4,2018-08-18,8F7D807E,0,44
4454D3FA57D1BAE9,2019-05-26,44C4C173,0,31
E26673DC67BCEEB0,2019-10-19,84F7E699,1,28
5AC011098D8B7030,2018-10-18,24681928,0,26
320248F29AE5358A,2012-04-11,B1EEC33C,1,35
DB555DD6C7EC192D,2020-02-23,6F3EF77A,1,56
0C0794034A62A819,2019-05-12,AB233B68,0,31
B22C1053D93F2941,2017-01-18,979D472A,0,23
0F7545E804E93B97,2016-12-08,2723D092,0,24
2DD516C8A095FE70,2018-05-24,CA8155F4,0,29
EC872C9402C7DB70,2019-08-08,6974CE5A,1,46
A1451BF9BAF7D04C,2011-11-21,D490D7B4,1,49
E357EAB118E5C042,2015-06-11,274AD478,0,40
188D9B4C0E89C848,2014-11-11,07C5807D,1,34
F462529A994FD72D,2013-04-16,34ED066D,0,27
2DF2C4E93BAD7910,2017-09-29,44C4C173,1,38
4DB1E8ED9A41EC30,2016-12-18,6E2713A6,1,33
C57C0B44300D7AAC,2007-06-19,19BC9161,0,44
0D97C296C9C869CC,2018-04-10,58D4D1E7,1,35
D6D82DA296966373,2015-10-23,285E19F2,0,55
D0A3292B7E73E350,2019-06-27,757B505C,0,37
8FD66B6FBF63A415,2015-03-17,E7061188,1,39
7D6F0F5480F9B910,2019-07-09,45FBC6D3,0,27
15F1DC4DCEF6630D,2018-01-01,C45147DE,1,20
C28643F3E592E508,2019-01-20,AD972F10,0,43
D3F4C6A61A67616E,2020-03-24,F0935E4C,1,35
5427127372921616,2018-07-29,F4552671,0,40
9E6F8C50E552DA75,2019-03-04,A8F15EDA,0,54
01F3AA822FA90F03,2018-05-10,757B505C,1,26
C78028020261366E,2020-04-18,7EABE3A1,0,31
42DA0C0880CDDD12,2015-06-18,B2F627FF,1,46
236007BF9F76EA13,2019-08-24,5B69B9CB,0,41
D08389611A74D38D,2012-03-24,00AC8ED3,1,37
E3FF17F34471B86D,2013-09-21,192FC044,0,36
47D69F340769DB1F,2012-05-05,FE73F687,1,33
0D0573BB5090AEDC,2015-05-12,73278A4A,0,22
8348E39A68D6B495,2018-02-07,08740852,1,31
A7DE5DDE9C98D1FA,2013-03-26,6E2713A6,0,36
3606D9288A3A95FC,2019-05-11,389BC7BB,1,41
6838CDCE3EAA8513,2017-03-11,C0E190D8,1,47
BF40FF0E117E4CCC,2019-05-05,5F93F983,1,23
C0A75D0AB0249223,2019-01-05,D6C651DD,0,32
0904D0E6580FC489,2012-12-19,5B69B9CB,1,50
CB01D46FB6C5BEDA,2018-09-30,757B505C,1,28
535137D02DE074EC,2018-01-01,17C276C8,0,37
5AA99F5A535650C3,2020-05-08,1141938B,0,23
FE1B7E0E36974A43,2014-02-19,854D6FAE,0,26
09A1ACACE1E0DC8D,2013-11-17,2AFE4567,0,29
AA52237602687543,2015-04-22,BEA5955B,0,29
A5783ECE81650E7B,2020-05-22,B1D10E7B,0,31
E479D9D5EF5DA1B7,2018-04-27,46922A08,0,39
3C83EEF3FA429395,2013-05-19,01F78BE6,0,36
67695CE964A71B81,2014-12-12,C3992E9A,1,33
D7BA8A3AC64060CA,2016-06-06,CBB6A3B8,1,29
80C6173A4D68C44A,2019-08-10,C45147DE,0,36
C11DDFD30D73344F,2018-04-06,B2F627FF,1,30
1F2C3B217F57EEAD,2019-01-23,26DD0DBC,0,24
0A5E3AA55E11122E,2016-01-13,EC895663,0,29
17484C469F66EDA6,2015-01-21,3DC4876F,0,22
3B2C47C97700B59D,2015-07-26,3B5DCA50,0,35
D75193AA0D9DC2C7,2017-06-05,D554F7BB,1,34
615E6C1D9A87F859,2016-03-07,8F468C87,1,27
5867C4B1657D0311,2017-07-14,285E19F2,0,64
1F9E5607E6D15393,2019-06-23,B1A59B31,0,33
9F5488627E67B996,2013-11-26,5F93F983,0,31
0258A2B5665C0DAA,2012-09-05,7EABE3A1,0,65
8265CA869E4AFF16,2018-01-21,2BCAB9D9,0,43
CC38479EBEE3B8A7,2018-12-19,9B04D152,1,21
167C9167F6684BD1,2015-08-16,0EFE3284,1,24
E9494D52846CB365,2015-06-28,EB6FDC36,1,32
48E8F317301820B9,2015-02-09,CBB6A3B8,1,31
D1EFA86A84149971,2019-06-30,7F6FFAA6,0,50
81B29F3327A666E7,2012-10-12,2B44928A,0,60
A6F1A54DDB12BFBF,2017-05-19,2291D2EC,0,34
B1C9AFB2E57BFA2C,2010-12-27,3B8A6142,0,40
9D578A2AFB042DB4,2015-04-07,8E82AB72,0,31
44D706618135EB95,2013-06-14,1595AF64,1,32
9C58B512C302B9FA,2013-12-04,34ED066D,1,52
2C1D1F6C3DA85A8E,2017-02-07,8F468C87,1,32
89E37AF56292F4C4,2019-04-11,81E74D67,0,24
150F30EC19ECFD87,2017-06-05,3644A684,1,36
8F172B73B21B7DCD,2016-05-29,7EABE3A1,1,50
528853A625A01D8E,2018-08-12,AA169B49,0,24
A586ADF1047E3721,2017-08-07,5EC91AAC,1,44
7AEBAFAB8262FC65,2018-04-12,69ADC1E1,0,29
B191D1277CF4335F,2011-02-04,A3C65C29,1,37
F5EAF57EBF93103B,2014-02-17,006F52E9,1,32
855C4BC1F6115757,2015-07-25,670E8A43,0,32
102CE7C24115404B,2016-12-19,AFF16212,1,24
78C9E9E9A5B2E86B,2002-02-28,9CF81D80,0,72
C022F5D9B4BF7610,2017-01-29,2B8A6159,0,38
985824F6C08C00D3,2016-11-23,32B30A25,1,41
E020CE64132B6C68,2005-04-25,43FA7F58,1,50
584131936EECAD15,2013-04-29,6974CE5A,0,55
49371CB62A8A9955,2017-05-27,E2A2DCC3,1,44
8BD0EFEC5DD32BD8,2018-07-28,BE83AB3E,0,36
6338C93F54FD6437,2019-01-15,6F3EF77A,1,39
31A8DF73687C20DD,2020-04-19,41F1F191,1,32
DF6EE24EA269B97D,2010-03-14,AB88B157,0,34
1914F4304039DE04,2019-09-11,5F93F983,0,39
0CD69F32B0EDCF89,2016-08-23,F64EAC11,0,26
98126AFC79733886,2017-09-23,091D584F,0,44
7D32E6B3EC2BB210,2013-03-05,81E74D67,1,50
3DF9D9F0B9C8B49A,2015-04-13,B2F627FF,0,29
760AB74F307A2DA8,2011-12-01,DD45045F,0,58
CA771C4D1BDE3FEE,2020-04-10,DC82D632,0,26
CBA48FA0F8F677D5,2016-08-21,08740852,1,25
E13E3B42C3A160D5,2018-01-03,B1EEC33C,0,30
19298B8238740812,2017-04-22,F29C21D4,1,26
088348E4996005B2,2019-10-19,854D6FAE,0,24
E4A9D916B55884B2,2019-11-09,2BCAB9D9,0,33
0CEE915D0B299C4C,2020-03-21,500E75A0,0,17
06556497B0B5FEE0,2017-06-01,C3992E9A,1,31
483671188F2A5D7D,2008-07-08,B4A52895,0,27
9BB5D9C345289C7C,2020-03-24,D490D7B4,0,30
B730B0FE999AEF18,2012-08-16,1905AEDA,0,30
48A541F4AF11399C,2014-02-28,2B8A6159,0,33
A93F6DCEA6EE28F3,2016-10-02,8E98D81F,1,40
F96C606C57B5BE87,2011-06-11,210F760A,0,33
6B7A2F675645C35E,2017-10-16,88AE6372,0,30
92D67A0F7FDB274C,2020-04-14,1141938B,0,41
9C13EBB653ADB7AB,2017-01-19,D86EA612,1,53
AF930A9884E7C7EF,2013-11-23,1905AEDA,1,37
CD0CB218C2315AF5,2017-02-06,B1A59B31,0,27
14E39F74F3D80210,2011-04-29,7B13B220,0,50
02E349F6D06C41CC,2018-04-01,B4A52895,0,33
925285E3B51A6C61,2017-12-12,69ADC1E1,1,34
C70D780D8201BCE4,2014-10-23,A3D68B46,1,47
977EE531EDF07459,2017-05-07,EC8CE6AB,1,49
84F223BC07AE5A58,2019-01-09,84117275,1,31
1EB7DE63136A607D,2012-03-25,5F93F983,0,39
EC88FB61B256B933,2014-11-19,10A7CDD9,1,30
3A3144F28F66290D,2019-01-07,E0EC453E,1,24
DF624B5E9680F9D2,2010-05-10,3D2D8CCB,0,42
C006ED3C770F1218,2019-06-15,3D8E28CA,0,30
7A2D04C09956EB60,2015-06-06,EB160DE1,0,30
9ED9926F41E5D9C5,2017-02-07,F47D0AD3,0,55
93874471A895D9EF,2016-10-10,704AFE07,1,22
9FC1C066CF8CEF6D,2016-01-04,19B65066,0,39
93760332426A170E,2016-09-13,9DFCD5E5,0,39
25EE9761D98B84AF,2016-05-16,24B16FED,0,50
31CF3867F72F7631,2019-09-09,185C29DC,0,28
08702ACC7B457489,2017-10-02,3DEF184A,0,39
21C49C9B3B6DFFB0,2019-06-29,23350907,0,38
9BBAC3EB375D3972,2016-04-30,63538FE6,1,36
B6120CA1493CCA49,2013-12-08,6C9882BB,1,45
5E1C4461BC135745,2015-02-26,34ED066D,0,34
C940291ADDC0B681,2020-02-29,3B8A6142,1,43
AF2A45A85B9CBA7D,2020-04-17,B2F627FF,1,50
8265F03652559844,2016-04-06,DC82D632,0,34
0F02CF0524BBEA48,2017-08-07,757B505C,0,45
30C9DCA36E8CBACC,2015-05-15,10A7CDD9,0,23
5CD02E868F4A356A,2017-06-17,8C961171,1,25
1347147B1686C1D8,2010-10-21,EC895663,1,39
9B41F90ECB52FBD5,2017-01-25,D86EA612,0,30
A5EA1183266B975C,2018-08-10,285E19F2,0,34
92CC65F94CF592D2,2015-12-13,757B505C,0,47
FDFAE8B97A7D86D1,2016-06-13,11B9842E,0,23
DD1F21CC464C3D2C,2012-05-22,E8C0653F,1,50
90641BD370C7F90F,2013-12-23,A97DA629,0,27
44C912F1E6D03C1A,2017-04-30,006F52E9,0,25
F542C8CA303C0ADC,2018-11-03,4734BA6F,0,32
6DFA81014FB269A4,2016-01-04,07E1CD7D,0,23
9D23CF3C05AD43B4,2013-06-21,3DC4876F,1,41
E0CD26424A238812,2014-03-22,10A7CDD9,0,41
A73FF3A96FCBB541,2018-11-25,851DDF50,1,26
46037997119B09D3,2017-07-08,5EC91AAC,0,33
2565A59C0C23F10B,2020-01-21,E6CB2A3C,0,34
B26325630478BA5A,2007-05-28,60815949,1,38
467E5A860B13EBC4,2013-12-27,AA169B49,0,29
629B0635E6C7C673,2011-09-13,D1F491A4,0,31
64921573AD5D2D1E,2010-04-13,B6EDC1CD,1,41
9A71B9BFAAF81393,2020-03-10,1AA48FC4,0,27
BCF54C7AD7F1FD63,2005-01-14,2723D092,1,41
F491258671655B96,2016-12-10,C3992E9A,1,25
65CADEF67E647230,2016-08-20,E8C0653F,0,32
43309D91C28F8CFD,2012-10-06,BCBE3365,0,31
5FADA1EF8433276D,2019-04-16,192FC044,0,21
65051BB8608DB508,2019-12-06,F0935E4C,1,33
5595045219059360,2013-06-02,854D6FAE,0,38
E1007A5A077B5330,2018-08-01,8EBDA540,0,20
555A8CA9C2DAB1C6,2014-04-07,A97DA629,0,33
3D57BAAC973A9A42,2012-05-06,5DD9DB5E,1,51
8FA825720F1DB6D2,2014-01-13,84117275,0,30
39F142CA693D300E,2006-11-02,B2F627FF,0,40
5F72A7F565300C0D,2004-11-10,DC82D632,1,59
B454A3E3FEAF489B,2018-11-21,B1D10E7B,0,27
029982E2A580CB1C,2015-12-13,1C9AC015,0,26
21A28899786DAD53,2016-03-05,851DDF50,1,30
49909D136E2FAA8D,2014-11-18,81E74D67,1,29
F98E35AEA55F956D,2017-04-12,2723D092,0,33
59C108E40A673028,2015-11-25,65B9EEA6,0,26
F7E371E11EFDA962,2017-10-15,3DEF184A,0,24
591191B659AF60AE,2011-01-26,6E2713A6,0,30
DF6B4ABA9EB3D2FA,2015-07-13,274AD478,0,42
059682AE407B7C2A,2018-08-05,9DFCD5E5,0,23
59FEBE98DDB45DE7,2009-12-30,8EBDA540,1,83
8D22E7BF405A4EDD,2016-10-09,A3C65C29,0,47
E9986E8D86BEAB63,2010-02-12,34ED066D,1,36
F7A7BB3E908A7438,2016-02-25,B7EE6F5F,1,39
A2D9FEA97E987341,2017-02-05,37BC2F75,0,27
C5FFE9989396423B,2016-11-26,EB160DE1,1,33
C68AF8CBF8DD158C,2020-04-11,854D6FAE,1,18
65646A38926F1A9A,2017-07-11,6E7B33FD,1,28
8B915661704E5572,2017-07-21,F57A2F55,1,28
97ED62FA9AB60E85,2019-09-23,B4A52895,0,33
A62DBD8B5D091125,2018-05-21,3D2D8CCB,1,34
E814816A64F95FF6,2017-10-03,B6EDC1CD,0,27
747D32D76A4EF15E,2019-02-19,76DC611D,0,53
BC4AA24255400453,2016-08-06,F3F27A32,0,28
FA7D1D555D099297,2019-08-26,30BB3825,0,34
FC70415DF8701AD1,2013-09-10,A7608800,0,25
0047FEF00AD4C1A3,2016-10-07,698D51A1,1,29
956BAD78C802B169,2013-01-31,E4BB4C51,0,32
C9BCA02FA4740CE8,2018-11-09,C3992E9A,0,19
3A8198069456E1AC,2017-09-06,500E75A0,0,28
72DD8D82AA91FDA9,2017-04-20,757B505C,0,42
BEC7043F570FBBE4,2018-04-27,EAE27D77,1,30
5C5D500C1C3C8670,2010-03-13,F76A89F0,1,33
F2E63BB65115D2D0,2020-01-03,7EABE3A1,1,39
EF9887F40E7EE6F7,2015-03-28,D7A728A6,0,49
F6C41EA8A23F1594,2015-05-24,621461AF,0,53
16733C57F8942F46,2016-11-19,E2C0BE24,0,33
0DD8FBF74DCEABD6,2012-07-21,A9A6653E,1,33
FC1A253A6E9984B5,2007-06-15,B73DFE25,0,38
B9F1E20314850980,2010-04-26,7EABE3A1,0,38
9BE42320AB1936CA,2011-01-28,854D6FAE,0,40
36B1A82AE341F48A,2018-09-11,B6A1085A,1,56
61D72AE17AD4A100,2018-12-05,69ADC1E1,1,24
381C4025EABFA47D,2016-11-30,37BC2F75,1,27
2BC03B1C0FAF79A8,2017-12-07,C45147DE,1,40
AA0FF4D7BDBB5AFE,2019-11-24,EF4E3B77,0,47
45B1F4C991F6D9CC,2018-05-13,E2C0BE24,0,43
8D35389585276DBE,2019-12-02,4A47D298,1,21
1851274D80661AE2,2014-12-21,6E2713A6,0,23
54194D9308B7B833,2018-04-07,BEA5955B,0,25
AB968F0C19B4E2D3,2019-08-26,9B04D152,0,20
3FD00F3F89D7721C,2004-12-28,013A006F,0,55
45B53584FC6478CF,2020-05-09,23350907,0,28
0D4F86E9C4B79868,2018-08-04,1141938B,0,44
